Dataset:     New version of inf1981.txt, altered to give SSA-born different
             probabilities for disease states (+). In the original versions, SSA-
             born and ONUK-born had the same probabilities. This is the first
             'new' version (there may be subsequent ones).
Description: This inf1981.txt file specifies the probabilities of various diseas
             for migrants upon entry to the UK.
Label a:     Age in years
Label s:     Sex, 0=male, 1=female
Label r:     Region of birth, 0=ONUK-born, 1=UK-born, 2=SSA-born
Label y:     Array index for year (0=1981)
Label q:     Disease state, cumlative probabilities where 0=Always 0,
             1=Uninfected, 2=Immune, 3=Recent Infection, 4=Latent Infection,
             5=Reinfection, 6=Primary Disease, 7=Reactivation Disease,
             8=Reinfection Disease

|a   |s |r |q1         |q2         |q3         |q4         |q5         |q6         |q7         |q8
| 44 |1 |2 |0.47055172 |0.47055172 |0.50091554 |0.96856259 |0.99933639 |0.99998258 |0.99999954 |1.
| 45 |1 |2 |0.45473338 |0.45473338 |0.48405593 |0.96745854 |0.99933639 |0.9999814  |0.9999995  |1.
| 46 |1 |2 |0.43882653 |0.43882653 |0.46710207 |0.96634831 |0.99933639 |0.99998014 |0.99999947 |1.
| 47 |1 |2 |0.42285327 |0.42285327 |0.45007751 |0.96523346 |0.99933639 |0.99997877 |0.99999943 |1.
| 48 |1 |2 |0.40683691 |0.40683691 |0.43300711 |0.96411559 |0.99933639 |0.99997731 |0.99999939 |1.
| 49 |1 |2 |0.39080195 |0.39080195 |0.41591701 |0.96299644 |0.99933639 |0.99997572 |0.99999935 |1.
| 50 |1 |2 |0.37477402 |0.37477402 |0.39883452 |0.96187778 |0.99933639 |0.99997401 |0.9999993  |1.
| 51 |1 |2 |0.35877979 |0.35877979 |0.38178811 |0.96076147 |0.99933639 |0.99997217 |0.99999925 |1.
| 52 |1 |2 |0.3428469  |0.3428469  |0.36480721 |0.95964945 |0.99933639 |0.99997017 |0.99999919 |1.
| 53 |1 |2 |0.32700382 |0.32700382 |0.34792222 |0.9585437  |0.99933639 |0.999968   |0.99999913 |1.
| 54 |1 |2 |0.31127977 |0.31127977 |0.33116428 |0.95744626 |0.99933639 |0.99996565 |0.99999907 |1.
| 55 |1 |2 |0.29570451 |0.29570451 |0.31456515 |0.95635922 |0.99933639 |0.99996309 |0.999999   |1.
| 56 |1 |2 |0.28030829 |0.28030829 |0.29815707 |0.95528468 |0.99933639 |0.99996031 |0.99999892 |1.
| 57 |1 |2 |0.26512155 |0.26512155 |0.28197255 |0.95422477 |0.99933639 |0.99995728 |0.99999884 |1.
| 58 |1 |2 |0.25017486 |0.25017486 |0.26604415 |0.95318161 |0.99933639 |0.99995397 |0.99999875 |1.
| 59 |1 |2 |0.2354986  |0.2354986  |0.25040432 |0.95215735 |0.99933639 |0.99995035 |0.99999865 |1.
| 60 |1 |2 |0.22112282 |0.22112282 |0.23508512 |0.95115406 |0.99933639 |0.99994639 |0.99999854 |1.
| 61 |1 |2 |0.20707697 |0.20707697 |0.22011798 |0.95017382 |0.99933639 |0.99994205 |0.99999842 |1.
| 62 |1 |2 |0.1933897  |0.1933897  |0.20553346 |0.94921861 |0.99933639 |0.99993728 |0.99999829 |1.
| 63 |1 |2 |0.18008855 |0.18008855 |0.19136098 |0.94829037 |0.99933639 |0.99993204 |0.99999814 |1.
| 64 |1 |2 |0.16719975 |0.16719975 |0.17762856 |0.94739092 |0.99933639 |0.99992628 |0.99999798 |1.
| 65 |1 |2 |0.15474795 |0.15474795 |0.16436251 |0.94652199 |0.99933639 |0.99991993 |0.99999781 |1.
| 66 |1 |2 |0.14275597 |0.14275597 |0.15158724 |0.94568517 |0.99933639 |0.99991294 |0.99999762 |1.
| 67 |1 |2 |0.13124451 |0.13124451 |0.13932488 |0.94488191 |0.99933639 |0.99990522 |0.9999974  |1.
| 68 |1 |2 |0.12023201 |0.12023201 |0.12759516 |0.9441135  |0.99933639 |0.99989669 |0.99999717 |1.
| 69 |1 |2 |0.10973431 |0.10973431 |0.11641506 |0.94338105 |0.99933639 |0.99988728 |0.99999691 |1.
| 70 |1 |2 |0.09976454 |0.09976454 |0.10579866 |0.94268547 |0.99933639 |0.99987689 |0.99999662 |1.
| 71 |1 |2 |0.09033291 |0.09033291 |0.09575694 |0.94202748 |0.99933639 |0.99986542 |0.99999631 |1.
| 72 |1 |2 |0.08144653 |0.08144653 |0.08629758 |0.94140758 |0.99933639 |0.99985278 |0.99999596 |1.
| 73 |1 |2 |0.07310936 |0.07310936 |0.0774249  |0.94082605 |0.99933639 |0.99983885 |0.99999558 |1.
| 74 |1 |2 |0.06532207 |0.06532207 |0.06913972 |0.94028294 |0.99933639 |0.99982356 |0.99999515 |1.
| 75 |1 |2 |0.05808205 |0.05808205 |0.06143933 |0.93977807 |0.99933639 |0.9998068  |0.99999469 |1.
| 76 |1 |2 |0.0513834  |0.0513834  |0.05431752 |0.93931102 |0.99933639 |0.9997885  |0.99999419 |1.
| 77 |1 |2 |0.04521696 |0.04521696 |0.04776458 |0.93888117 |0.99933639 |0.99976863 |0.99999364 |1.
| 78 |1 |2 |0.03957047 |0.03957047 |0.04176746 |0.93848765 |0.99933639 |0.99974715 |0.99999305 |1.
| 79 |1 |2 |0.03444082 |0.03444082 |0.03632273 |0.93813024 |0.99933639 |0.99972418 |0.99999242 |1.
| 80 |1 |2 |0.02987352 |0.02987352 |0.03147843 |0.93781212 |0.99933639 |0.99970018 |0.99999175 |1.
| 81 |1 |2 |0.02583107 |0.02583107 |0.02719434 |0.93753065 |0.99933639 |0.99967543 |0.99999107 |1.
| 82 |1 |2 |0.02226434 |0.02226434 |0.02341783 |0.93728239 |0.99933639 |0.99965015 |0.99999038 |1.
| 83 |1 |2 |0.01912739 |0.01912739 |0.02009967 |0.93706415 |0.99933639 |0.99962463 |0.99998967 |1.
| 84 |1 |2 |0.01637744 |0.01637744 |0.01719396 |0.93687291 |0.99933639 |0.99959916 |0.99998897 |1.
| 85 |1 |2 |0.01397482 |0.01397482 |0.01465812 |0.9367059  |0.99933639 |0.99957405 |0.99998828 |1.
| 86 |1 |2 |0.01188285 |0.01188285 |0.01245274 |0.93656056 |0.99933639 |0.9995496  |0.99998761 |1.
| 87 |1 |2 |0.01006775 |0.01006775 |0.01054153 |0.93643452 |0.99933639 |0.99952609 |0.99998696 |1.
| 88 |1 |2 |0.00849854 |0.00849854 |0.00889121 |0.93632561 |0.99933639 |0.99950379 |0.99998634 |1.
| 89 |1 |2 |0.00714689 |0.00714689 |0.00747139 |0.93623184 |0.99933639 |0.99948288 |0.99998577 |1.
| 90 |1 |2 |0.00598703 |0.00598703 |0.00625443 |0.93615142 |0.99933639 |0.99946355 |0.99998523 |1.
| 91 |1 |2 |0.00499558 |0.00499558 |0.00521532 |0.93608271 |0.99933639 |0.99944587 |0.99998475 |1.
| 92 |1 |2 |0.00415144 |0.00415144 |0.00433151 |0.93602423 |0.99933639 |0.99942991 |0.99998431 |1.
| 93 |1 |2 |0.00343564 |0.00343564 |0.00358277 |0.93597466 |0.99933639 |0.99941566 |0.99998392 |1.
| 94 |1 |2 |0.00283117 |0.00283117 |0.00295105 |0.93593281 |0.99933639 |0.99940308 |0.99998357 |1.
| 95 |1 |2 |0.00232289 |0.00232289 |0.00242027 |0.93589764 |0.99933639 |0.99939209 |0.99998327 |1.
| 96 |1 |2 |0.00189735 |0.00189735 |0.00197621 |0.9358682  |0.99933639 |0.99938257 |0.999983   |1.
| 97 |1 |2 |0.00154269 |0.00154269 |0.00160632 |0.93584367 |0.99933639 |0.99937442 |0.99998278 |1.
| 98 |1 |2 |0.00124843 |0.00124843 |0.00129959 |0.93582332 |0.99933639 |0.9993675  |0.99998259 |1.
| 99 |1 |2 |0.00100545 |0.00100545 |0.00104643 |0.93580652 |0.99933639 |0.99936167 |0.99998243 |1.
|100 |1 |2 |0.00080622 |0.00080622 |0.00083893 |0.93579275 |0.99933639 |0.99935681 |0.99998229 |1.
|101 |1 |2 |0.00064603 |0.00064603 |0.00067214 |0.93578168 |0.99933639 |0.99935285 |0.99998219 |1.
|102 |1 |2 |0.00051766 |0.00051766 |0.00053852 |0.93577281 |0.99933639 |0.99934964 |0.9999821  |1.
|103 |1 |2 |0.0004148  |0.0004148  |0.00043148 |0.9357657  |0.99933639 |0.99934705 |0.99998203 |1.
|104 |1 |2 |0.00033238 |0.00033238 |0.00034572 |0.93576001 |0.99933639 |0.99934496 |0.99998197 |1.
|105 |1 |2 |0.00026634 |0.00026634 |0.000277   |0.93575544 |0.99933639 |0.99934327 |0.99998192 |1.
|106 |1 |2 |0.00021342 |0.00021342 |0.00022195 |0.93575179 |0.99933639 |0.99934192 |0.99998188 |1.
|107 |1 |2 |0.00017101 |0.00017101 |0.00017784 |0.93574886 |0.99933639 |0.99934082 |0.99998185 |1.
|108 |1 |2 |0.00013703 |0.00013703 |0.0001425  |0.93574651 |0.99933639 |0.99933995 |0.99998183 |1.
|109 |1 |2 |0.0001098  |0.0001098  |0.00011418 |0.93574463 |0.99933639 |0.99933924 |0.99998181 |1.
|110 |1 |2 |0.00008799 |0.00008799 |0.00009149 |0.93574312 |0.99933639 |0.99933868 |0.99998179 |1.
|111 |1 |2 |0.0000705  |0.0000705  |0.00007331 |0.93574191 |0.99933639 |0.99933822 |0.99998178 |1.
|112 |1 |2 |0.00005649 |0.00005649 |0.00005874 |0.93574095 |0.99933639 |0.99933786 |0.99998177 |1.
|113 |1 |2 |0.00004527 |0.00004527 |0.00004707 |0.93574017 |0.99933639 |0.99933757 |0.99998176 |1.
|114 |1 |2 |0.00003627 |0.00003627 |0.00003772 |0.93573955 |0.99933639 |0.99933733 |0.99998176 |1.
|115 |1 |2 |0.00002907 |0.00002907 |0.00003022 |0.93573905 |0.99933639 |0.99933715 |0.99998175 |1.
|116 |1 |2 |0.00002329 |0.00002329 |0.00002422 |0.93573865 |0.99933639 |0.99933699 |0.99998175 |1.
|117 |1 |2 |0.00001866 |0.00001866 |0.00001941 |0.93573833 |0.99933639 |0.99933687 |0.99998174 |1.
|118 |1 |2 |0.00001495 |0.00001495 |0.00001555 |0.93573808 |0.99933639 |0.99933678 |0.99998174 |1.
|119 |1 |2 |0.00001198 |0.00001198 |0.00001246 |0.93573787 |0.99933639 |0.9993367  |0.99998174 |1.
|120 |1 |2 |0.0000096  |0.0000096  |0.00000998 |0.93573771 |0.99933639 |0.99933664 |0.99998174 |1.
|  0 |0 |1 |0.99986675 |0.99986675 |0.99992977 |0.99992977 |0.99992977 |1.         |1.         |1.
|  1 |0 |1 |0.99957079 |0.99957079 |0.99992376 |0.99992376 |0.99992376 |1.         |1.         |1.
|  2 |0 |1 |0.9992307  |0.9992307  |0.99992376 |0.99992376 |0.99992376 |1.         |1.         |1.
|  3 |0 |1 |0.99883993 |0.99883993 |0.99992376 |0.99992376 |0.99992376 |1.         |1.         |1.
|  4 |0 |1 |0.99839094 |0.99839094 |0.99992376 |0.99992376 |0.99992376 |1.         |1.         |1.
|  5 |0 |1 |0.9978751  |0.9978751  |0.99965643 |0.99992372 |0.99992376 |0.99999997 |1.         |1.
|  6 |0 |1 |0.99728249 |0.99728249 |0.9990629  |0.99992351 |0.99992376 |0.99999978 |0.99999999 |1.
|  7 |0 |1 |0.99660172 |0.99660172 |0.99838119 |0.99992306 |0.99992376 |0.99999947 |0.99999997 |1.
|  8 |0 |1 |0.99581978 |0.99581978 |0.99759819 |0.99992224 |0.99992376 |0.99999907 |0.99999995 |1.
|  9 |0 |1 |0.99492169 |0.99492169 |0.99669891 |0.99992091 |0.99992376 |0.99999858 |0.99999992 |1.
| 10 |0 |1 |0.99389034 |0.99389034 |0.99566619 |0.99991906 |0.99992376 |0.99999803 |0.99999988 |1.
| 11 |0 |1 |0.99270611 |0.99270611 |0.99448031 |0.9999169  |0.99992376 |0.99999748 |0.99999983 |1.
| 12 |0 |1 |0.99134656 |0.99134656 |0.99311885 |0.99991442 |0.99992376 |0.99999686 |0.99999977 |1.
| 13 |0 |1 |0.989786   |0.989786   |0.99155609 |0.99991157 |0.99992376 |0.99999615 |0.99999971 |1.
| 14 |0 |1 |0.98799508 |0.98799508 |0.98976264 |0.99990831 |0.99992376 |0.99999535 |0.99999963 |1.
| 15 |0 |1 |0.98594028 |0.98594028 |0.98770492 |0.99990456 |0.99992376 |0.99999446 |0.99999955 |1.
| 16 |0 |1 |0.98358337 |0.98358337 |0.98534462 |0.99990025 |0.99992376 |0.99999345 |0.99999945 |1.
| 17 |0 |1 |0.98088077 |0.98088077 |0.98263812 |0.99989531 |0.99992376 |0.99999233 |0.99999935 |1.
| 18 |0 |1 |0.97778289 |0.97778289 |0.97953572 |0.99988965 |0.99992376 |0.99999107 |0.99999923 |1.
| 19 |0 |1 |0.97423338 |0.97423338 |0.97598099 |0.99988316 |0.99992376 |0.99998968 |0.9999991  |1.
| 20 |0 |1 |0.97016832 |0.97016832 |0.9719099  |0.99987572 |0.99992376 |0.99998815 |0.99999895 |1.
| 21 |0 |1 |0.96551538 |0.96551538 |0.96724998 |0.99986719 |0.99992376 |0.99998647 |0.9999988  |1.
| 22 |0 |1 |0.96019288 |0.96019288 |0.96191941 |0.99985743 |0.99992376 |0.99998463 |0.99999862 |1.
| 23 |0 |1 |0.95410887 |0.95410887 |0.95582607 |0.99984627 |0.99992376 |0.99998263 |0.99999843 |1.
| 24 |0 |1 |0.94716016 |0.94716016 |0.94886659 |0.9998335  |0.99992376 |0.99998047 |0.99999823 |1.
| 25 |0 |1 |0.93923144 |0.93923144 |0.94092541 |0.99981892 |0.99992376 |0.99997816 |0.99999801 |1.
| 26 |0 |1 |0.93019443 |0.93019443 |0.93187403 |0.99980229 |0.99992376 |0.99997571 |0.99999778 |1.
| 27 |0 |1 |0.91990722 |0.91990722 |0.92157027 |0.99978334 |0.99992376 |0.99997312 |0.99999754 |1.
| 28 |0 |1 |0.90821392 |0.90821392 |0.9098579  |0.99976177 |0.99992376 |0.99997041 |0.99999728 |1.
| 29 |0 |1 |0.89494457 |0.89494457 |0.89656666 |0.99973727 |0.99992376 |0.99996761 |0.99999702 |1.
| 30 |0 |1 |0.87991578 |0.87991578 |0.88151277 |0.9997095  |0.99992376 |0.99996473 |0.99999675 |1.
| 31 |0 |1 |0.86316068 |0.86316068 |0.86472938 |0.9996785  |0.99992376 |0.99996184 |0.99999648 |1.
| 32 |0 |1 |0.84585941 |0.84585941 |0.84739858 |0.99964646 |0.99992376 |0.99995916 |0.99999622 |1.
| 33 |0 |1 |0.82821693 |0.82821693 |0.82972572 |0.99961377 |0.99992376 |0.99995669 |0.99999599 |1.
| 34 |0 |1 |0.81024146 |0.81024146 |0.81171906 |0.99958044 |0.99992376 |0.99995442 |0.99999578 |1.
| 35 |0 |1 |0.79194254 |0.79194254 |0.79338818 |0.99954649 |0.99992376 |0.99995232 |0.99999558 |1.
| 36 |0 |1 |0.77333113 |0.77333113 |0.77474406 |0.99951194 |0.99992376 |0.99995038 |0.9999954  |1.
| 37 |0 |1 |0.75441964 |0.75441964 |0.75579917 |0.99947682 |0.99992376 |0.99994858 |0.99999523 |1.
| 38 |0 |1 |0.73522201 |0.73522201 |0.73656747 |0.99944115 |0.99992376 |0.99994691 |0.99999507 |1.
| 39 |0 |1 |0.71575372 |0.71575372 |0.7170645  |0.99940497 |0.99992376 |0.99994536 |0.99999493 |1.
| 40 |0 |1 |0.6960319  |0.6960319  |0.69730741 |0.9993683  |0.99992376 |0.99994391 |0.99999479 |1.
| 41 |0 |1 |0.67607529 |0.67607529 |0.677315   |0.99933118 |0.99992376 |0.99994256 |0.99999466 |1.
| 42 |0 |1 |0.65590431 |0.65590431 |0.65710774 |0.99929366 |0.99992376 |0.9999413  |0.99999454 |1.
| 43 |0 |1 |0.6355411  |0.6355411  |0.6367078  |0.99925577 |0.99992376 |0.99994012 |0.99999443 |1.
| 44 |0 |1 |0.61500947 |0.61500947 |0.61613905 |0.99921756 |0.99992376 |0.99993902 |0.99999433 |1.
| 45 |0 |1 |0.59433496 |0.59433496 |0.59542708 |0.99917907 |0.99992376 |0.99993799 |0.99999423 |1.
| 46 |0 |1 |0.57354476 |0.57354476 |0.57459915 |0.99914036 |0.99992376 |0.99993702 |0.99999414 |1.
| 47 |0 |1 |0.55266776 |0.55266776 |0.5536842  |0.99910149 |0.99992376 |0.99993612 |0.99999406 |1.
| 48 |0 |1 |0.53173443 |0.53173443 |0.53271275 |0.9990625  |0.99992376 |0.99993527 |0.99999398 |1.
| 49 |0 |1 |0.51077679 |0.51077679 |0.5117169  |0.99902347 |0.99992376 |0.99993447 |0.9999939  |1.
| 50 |0 |1 |0.48982834 |0.48982834 |0.4907302  |0.99898445 |0.99992376 |0.99993372 |0.99999383 |1.
| 51 |0 |1 |0.46892395 |0.46892395 |0.4697876  |0.9989455  |0.99992376 |0.99993301 |0.99999376 |1.
| 52 |0 |1 |0.44809971 |0.44809971 |0.44892526 |0.9989067  |0.99992376 |0.99993235 |0.9999937  |1.
| 53 |0 |1 |0.42739287 |0.42739287 |0.42818049 |0.99886812 |0.99992376 |0.99993173 |0.99999364 |1.
| 54 |0 |1 |0.40684158 |0.40684158 |0.40759153 |0.99882982 |0.99992376 |0.99993115 |0.99999359 |1.
| 55 |0 |1 |0.38648478 |0.38648478 |0.38719738 |0.99879188 |0.99992376 |0.9999306  |0.99999354 |1.
| 56 |0 |1 |0.36636196 |0.36636196 |0.36703762 |0.99875438 |0.99992376 |0.99993008 |0.99999349 |1.
| 57 |0 |1 |0.34651296 |0.34651296 |0.34715215 |0.99871738 |0.99992376 |0.9999296  |0.99999344 |1.
| 58 |0 |1 |0.32697768 |0.32697768 |0.32758096 |0.99868097 |0.99992376 |0.99992914 |0.9999934  |1.
| 59 |0 |1 |0.30779585 |0.30779585 |0.30836386 |0.99864522 |0.99992376 |0.99992872 |0.99999336 |1.
| 60 |0 |1 |0.28900676 |0.28900676 |0.28954019 |0.99861019 |0.99992376 |0.99992832 |0.99999332 |1.
| 61 |0 |1 |0.27064889 |0.27064889 |0.27114852 |0.99857597 |0.99992376 |0.99992794 |0.99999329 |1.
| 62 |0 |1 |0.25275967 |0.25275967 |0.25322635 |0.99854261 |0.99992376 |0.99992759 |0.99999325 |1.
| 63 |0 |1 |0.23537511 |0.23537511 |0.23580976 |0.9985102  |0.99992376 |0.99992726 |0.99999322 |1.
| 64 |0 |1 |0.2185295  |0.2185295  |0.2189331  |0.9984788  |0.99992376 |0.99992695 |0.99999319 |1.
| 65 |0 |1 |0.20225504 |0.20225504 |0.20262863 |0.99844845 |0.99992376 |0.99992667 |0.99999317 |1.
| 66 |0 |1 |0.18658155 |0.18658155 |0.18692624 |0.99841923 |0.99992376 |0.9999264  |0.99999314 |1.
| 67 |0 |1 |0.17153613 |0.17153613 |0.17185305 |0.99839117 |0.99992376 |0.99992615 |0.99999312 |1.
| 68 |0 |1 |0.15714282 |0.15714282 |0.15743318 |0.99836433 |0.99992376 |0.99992592 |0.9999931  |1.
| 69 |0 |1 |0.14342236 |0.14342236 |0.1436874  |0.99833875 |0.99992376 |0.99992571 |0.99999308 |1.
| 70 |0 |1 |0.13039191 |0.13039191 |0.13063289 |0.99831445 |0.99992376 |0.99992551 |0.99999306 |1.
| 71 |0 |1 |0.1180648  |0.1180648  |0.11828301 |0.99829146 |0.99992376 |0.99992532 |0.99999304 |1.
| 72 |0 |1 |0.10645033 |0.10645033 |0.1066471  |0.99826981 |0.99992376 |0.99992515 |0.99999302 |1.
| 73 |0 |1 |0.09555368 |0.09555368 |0.09573032 |0.99824949 |0.99992376 |0.999925   |0.99999301 |1.
| 74 |0 |1 |0.08537572 |0.08537572 |0.08553356 |0.99823051 |0.99992376 |0.99992486 |0.999993   |1.
| 75 |0 |1 |0.07591304 |0.07591304 |0.07605339 |0.99821286 |0.99992376 |0.99992473 |0.99999298 |1.
| 76 |0 |1 |0.06715792 |0.06715792 |0.06728209 |0.99819653 |0.99992376 |0.99992461 |0.99999297 |1.
| 77 |0 |1 |0.05909841 |0.05909841 |0.05920768 |0.9981815  |0.99992376 |0.9999245  |0.99999296 |1.
| 78 |0 |1 |0.05171847 |0.05171847 |0.0518141  |0.99816774 |0.99992376 |0.99992441 |0.99999295 |1.
| 79 |0 |1 |0.04501404 |0.04501404 |0.04509727 |0.99815523 |0.99992376 |0.99992432 |0.99999295 |1.
| 80 |0 |1 |0.03904458 |0.03904458 |0.03911678 |0.9981441  |0.99992376 |0.99992424 |0.99999294 |1.
| 81 |0 |1 |0.03376112 |0.03376112 |0.03382356 |0.99813425 |0.99992376 |0.99992418 |0.99999293 |1.
| 82 |0 |1 |0.02909942 |0.02909942 |0.02915323 |0.99812555 |0.99992376 |0.99992412 |0.99999293 |1.
| 83 |0 |1 |0.02499943 |0.02499943 |0.02504566 |0.99811791 |0.99992376 |0.99992407 |0.99999292 |1.
| 84 |0 |1 |0.02140526 |0.02140526 |0.02144485 |0.9981112  |0.99992376 |0.99992402 |0.99999292 |1.
| 85 |0 |1 |0.01826504 |0.01826504 |0.01829882 |0.99810535 |0.99992376 |0.99992398 |0.99999291 |1.
| 86 |0 |1 |0.01553085 |0.01553085 |0.01555957 |0.99810025 |0.99992376 |0.99992395 |0.99999291 |1.
| 87 |0 |1 |0.01315852 |0.01315852 |0.01318286 |0.99809582 |0.99992376 |0.99992392 |0.99999291 |1.
| 88 |0 |1 |0.01110757 |0.01110757 |0.01112811 |0.998092   |0.99992376 |0.9999239  |0.99999291 |1.
| 89 |0 |1 |0.00934097 |0.00934097 |0.00935824 |0.9980887  |0.99992376 |0.99992387 |0.9999929  |1.
| 90 |0 |1 |0.00782503 |0.00782503 |0.0078395  |0.99808588 |0.99992376 |0.99992386 |0.9999929  |1.
| 91 |0 |1 |0.00652921 |0.00652921 |0.00654129 |0.99808346 |0.99992376 |0.99992384 |0.9999929  |1.
| 92 |0 |1 |0.00542592 |0.00542592 |0.00543596 |0.9980814  |0.99992376 |0.99992383 |0.9999929  |1.
| 93 |0 |1 |0.00449036 |0.00449036 |0.00449867 |0.99807966 |0.99992376 |0.99992382 |0.9999929  |1.
| 94 |0 |1 |0.00370033 |0.00370033 |0.00370717 |0.99807818 |0.99992376 |0.99992381 |0.9999929  |1.
| 95 |0 |1 |0.00303601 |0.00303601 |0.00304162 |0.99807695 |0.99992376 |0.9999238  |0.9999929  |1.
| 96 |0 |1 |0.00247984 |0.00247984 |0.00248442 |0.99807591 |0.99992376 |0.99992379 |0.9999929  |1.
| 97 |0 |1 |0.00201629 |0.00201629 |0.00202001 |0.99807504 |0.99992376 |0.99992379 |0.99999289 |1.
| 98 |0 |1 |0.0016317  |0.0016317  |0.00163472 |0.99807433 |0.99992376 |0.99992378 |0.99999289 |1.
| 99 |0 |1 |0.00131412 |0.00131412 |0.00131655 |0.99807373 |0.99992376 |0.99992378 |0.99999289 |1.
|100 |0 |1 |0.00105373 |0.00105373 |0.00105568 |0.99807325 |0.99992376 |0.99992377 |0.99999289 |1.
|101 |0 |1 |0.00084435 |0.00084435 |0.00084592 |0.99807286 |0.99992376 |0.99992377 |0.99999289 |1.
|102 |0 |1 |0.00067658 |0.00067658 |0.00067783 |0.99807255 |0.99992376 |0.99992377 |0.99999289 |1.
|103 |0 |1 |0.00054215 |0.00054215 |0.00054315 |0.99807229 |0.99992376 |0.99992377 |0.99999289 |1.
|104 |0 |1 |0.00043442 |0.00043442 |0.00043523 |0.99807209 |0.99992376 |0.99992377 |0.99999289 |1.
|105 |0 |1 |0.0003481  |0.0003481  |0.00034875 |0.99807193 |0.99992376 |0.99992377 |0.99999289 |1.
|106 |0 |1 |0.00027894 |0.00027894 |0.00027945 |0.9980718  |0.99992376 |0.99992377 |0.99999289 |1.
|107 |0 |1 |0.00022351 |0.00022351 |0.00022392 |0.9980717  |0.99992376 |0.99992377 |0.99999289 |1.
|108 |0 |1 |0.0001791  |0.0001791  |0.00017943 |0.99807162 |0.99992376 |0.99992376 |0.99999289 |1.
|109 |0 |1 |0.00014351 |0.00014351 |0.00014378 |0.99807155 |0.99992376 |0.99992376 |0.99999289 |1.
|110 |0 |1 |0.000115   |0.000115   |0.00011521 |0.9980715  |0.99992376 |0.99992376 |0.99999289 |1.
|111 |0 |1 |0.00009215 |0.00009215 |0.00009232 |0.99807146 |0.99992376 |0.99992376 |0.99999289 |1.
|112 |0 |1 |0.00007384 |0.00007384 |0.00007397 |0.99807142 |0.99992376 |0.99992376 |0.99999289 |1.
|113 |0 |1 |0.00005917 |0.00005917 |0.00005928 |0.99807139 |0.99992376 |0.99992376 |0.99999289 |1.
|114 |0 |1 |0.00004741 |0.00004741 |0.0000475  |0.99807137 |0.99992376 |0.99992376 |0.99999289 |1.
|115 |0 |1 |0.00003799 |0.00003799 |0.00003806 |0.99807135 |0.99992376 |0.99992376 |0.99999289 |1.
|116 |0 |1 |0.00003044 |0.00003044 |0.0000305  |0.99807134 |0.99992376 |0.99992376 |0.99999289 |1.
|117 |0 |1 |0.00002439 |0.00002439 |0.00002444 |0.99807133 |0.99992376 |0.99992376 |0.99999289 |1.
|118 |0 |1 |0.00001955 |0.00001955 |0.00001958 |0.99807132 |0.99992376 |0.99992376 |0.99999289 |1.
|119 |0 |1 |0.00001566 |0.00001566 |0.00001569 |0.99807131 |0.99992376 |0.99992376 |0.99999289 |1.
|120 |0 |1 |0.00001255 |0.00001255 |0.00001257 |0.99807131 |0.99992376 |0.99992376 |0.99999289 |1.
|  0 |1 |1 |0.99986675 |0.99986675 |0.99992977 |0.99992977 |0.99992977 |1.         |1.         |1.
|  1 |1 |1 |0.99957079 |0.99957079 |0.99992376 |0.99992376 |0.99992376 |1.         |1.         |1.
|  2 |1 |1 |0.9992307  |0.9992307  |0.99992376 |0.99992376 |0.99992376 |1.         |1.         |1.
|  3 |1 |1 |0.99883993 |0.99883993 |0.99992376 |0.99992376 |0.99992376 |1.         |1.         |1.
|  4 |1 |1 |0.99839094 |0.99839094 |0.99992376 |0.99992376 |0.99992376 |1.         |1.         |1.
|  5 |1 |1 |0.9978751  |0.9978751  |0.99965641 |0.99992372 |0.99992376 |1.         |1.         |1.
|  6 |1 |1 |0.99728249 |0.99728249 |0.9990627  |0.99992352 |0.99992376 |0.99999998 |0.99999998 |1.
|  7 |1 |1 |0.99660172 |0.99660172 |0.99838071 |0.99992308 |0.99992376 |0.99999995 |0.99999995 |1.
|  8 |1 |1 |0.99581978 |0.99581978 |0.99759736 |0.9999223  |0.99992376 |0.99999989 |0.99999989 |1.
|  9 |1 |1 |0.99492169 |0.99492169 |0.9966977  |0.99992104 |0.99992376 |0.9999998  |0.9999998  |1.
| 10 |1 |1 |0.99389034 |0.99389034 |0.99566454 |0.99991909 |0.99992376 |0.99999969 |0.99999985 |1.
| 11 |1 |1 |0.99270611 |0.99270611 |0.99447818 |0.99991673 |0.99992376 |0.99999961 |1.         |1.
| 12 |1 |1 |0.99134656 |0.99134656 |0.9931162  |0.99991419 |0.99992376 |0.99999951 |1.         |1.
| 13 |1 |1 |0.989786   |0.989786   |0.99155284 |0.99991128 |0.99992376 |0.9999994  |1.         |1.
| 14 |1 |1 |0.98799508 |0.98799508 |0.98975872 |0.99990794 |0.99992376 |0.99999927 |1.         |1.
| 15 |1 |1 |0.98594028 |0.98594028 |0.98770024 |0.9999041  |0.99992376 |0.99999913 |1.         |1.
| 16 |1 |1 |0.98358337 |0.98358337 |0.98533911 |0.99989971 |0.99992376 |0.99999896 |1.         |1.
| 17 |1 |1 |0.98088077 |0.98088077 |0.98263168 |0.99989466 |0.99992376 |0.99999877 |1.         |1.
| 18 |1 |1 |0.97778289 |0.97778289 |0.97952825 |0.99988888 |0.99992376 |0.99999854 |1.         |1.
| 19 |1 |1 |0.97423338 |0.97423338 |0.97597238 |0.99988226 |0.99992376 |0.99999829 |1.         |1.
